id	cargahorariapratica	cargahorariateorica	ementa	nome	curso_id	bibliografiabasica	bibliografiacomplementar	objetivogeral
63	32	32	Métodos heurísticos, formais e de construção de protótipos. Ferramentas para auxiliar na produção de requisitos, projeto, construção, testes e manutenção. Ferramentas de gerência de configuração, gerência de projeto, processo de software, qualidade e outras.	MÉTODOS E FERRAMENTAS DE SOFTWARE	2	Software Engineering Methods and Technologies, Alfonso Fuggetta e Laura Stardini, publicado em - Software Engineering Volume 2: The Supporting Process, R. H. Thayer e M. Dorfman editors, 3rd - edition, 2005. Disponível em http://alfonsofuggetta.org.	Guide to the Software Engineering Body of Knowledge, IEEE Computer Society, 2004. Disponível em http://swebok.org.	Habilitar o estudante a reconhecer métodos e ferramentas relevantes para a produção de software.
66	32	32	Conceitos e terminologia. Infraestrutura de processos (pessoas, ferramentas, treinamentos e outros). Modelagem e especificação de processos de software. Medição e análise de processos de software. Melhoria de processos de software (individual e equipe). Análise e controle de qualidade (prevenção de defeitos, revisão de processos, métricas de qualidade, análise de causa e outros). Níveis de definição de processos. Modelos de ciclo de vida (ágil, processos “pesados”, cascata, espiral, modelo V e outros). Modelos de processos e padrões (IEEE, ISO e outros). Modelo, definição, medida, análise e melhoria tanto de processo de software individual quanto de equipe. Personalização de processo. Requisitos para processos de software (ISO/IEEE 12207). Detalhada apresentação do MSP.BR (guias). Implementação do MPS.BR. Noções de governância de TI.	PROCESSO DE SOFTWARE	2	Software Engineering: The Supporting Processes, Richard H. Thayer and Merlin Dorfman, Wiley-IEEE - Computer Society Press, 3rd edition, 2005. - Software Engineering: The Development process, Richard H. Thayer and Mark J. Christensen, Wiley- - IEEE Computer Society Press, 3rd edition, 2005.	Agile Software Development, Alistair Cockburn, Addison-Wesley, 2001. - Agile Software Development with SCRUM, Ken Schwaber and Mike Beedle, Prentice-Hall, 2001. - Guia de Aquisição de Software e Serviços Correlatos, Softex, 2007. - Guia Geral do MPS.BR, Softex, 2007. - Guias de Implementação do MPS.BR, Softex, 2007.	Desenvolver sólida percepção da importância, impacto, constituição, definição e melhoria de processos.
67	32	32	Definição de projeto. Questões fundamentais (persistência dos dados, exceções e outras). Contexto de projeto em vários modelos de desenvolvimento de software (ciclos de vida). Princípios de projeto (encapsulamento de informações, coesão e acoplamento). Interação entre projeto e requisitos. Atributos qualitativos em um projeto (confiabilidade, usabilidade, manutenibilidade, testabilidade, desempenho, segurança, tolerância a falhas e outros). Compromissos (custo-benefício). Relação entre arquitetura de software e projeto de software. Projeto orientado a objetos. Projeto funcional. Noção de projeto baseado em estrutura de dados e projeto orientado a aspectos. Projeto orientado por responsabilidade. Projeto por contratos. Métodos de projeto de software. Padrões de projeto. Reutilização. Projeto de componentes. Projeto de interfaces entre componentes e sistemas. Notações de projeto. Ferramentas de suporte a projeto (análise estática, ava - liação dinâmica e outras). Medidas de atributos de projeto (acoplamento, coesão e outras). Métricas de projeto (principais métricas, interpretação).	PROJETO DETALHADO DE SOFTWARE	2	Software Design, David Budgen, 2nd ediciton, Addison-Wesley, 2003	Head First Design Patterns, Elisabeth Freeman et al., O’Reilly Media, 2004. - Release It!: Design and Deploy Production-Ready Software, Michael Nygard, Pragmatic Bookshelf, 2007. - Pattern Oriented Software Architecture Volume 1: A System of Patterns, Frank Buschmann et al., Wiley, 1996. - Pattern Languages of Program Design 5, Dragos Manolescu et al., Addison-Wesley, 2006. - Domain-Driven Design: Tackling Complexity in the Heart of Software, Eric Evans, Addison-Wesley, 2003.	Desenvolver sólida percepção acerca de implicações de decisões de projeto e de estratégias para obtê-las, bem como habilidade na confecção de modelos de projeto para problemas reais.
68	32	32	Definições e terminologia de qualidade de software. Custos e impactos de baixa qualidade. Custo de um modelo de qualidade. Terminologia para características de qualidade de software (ISO 9126-1). Papel de pessoas, processos, métodos, ferramentas e tecnologias em qualidade. Padrões de qualidade (ISO 9001, ISO 9003-04, IEEE Std 1028-2008, IEEE Std 1465-2004, IEEE Std 12207-2008, ITIL). Revisões, auditoria e inspeções. Modelos e métricas de qualidade de software. Aspectos relacionados a qualidade de modelos de processos de software. Visão geral do CMMI. MPS.BR. Planejamento de qualidade. Garantia da qualidade. Análise de causa e prevenção de defeitos. Avaliação de atributos de qualidade. Métricas e medidas de qualidade de software. Desenvolver planos de qualidade de software em conformidade com o padrão IEEE Std 730-2002.	QUALIDADE DE SOFTWARE	2	Metrics and Models in Software Quality Engineering, Stephen H. Kan, 2nd Edition, Addison-Wesley, 2002 (); - Quality Assurance: From Theory to Implementation, Daniel Galin, Addison-Wesley, 2004 (). - Qualidade de Software, José Carlos Maldonado, Ana Regina C. Rocha e Kival C. Weber, Ed. Makron, 2001. 	Qualidade de Software, André Kosciansk e Michel dos Santos Soares, Ed. Novatec, 2007.	Desenvolver percepção clara de qualidade aplicada a produto, projeto ou processo de software. Quanto a produto, não apenas o produto final, mas também artefatos intermediários (entregáveis ou não). Cabe a esta disciplina apresentar uma visão integral de qualidade, visto que disciplinas abordam o tema “isoladamente”. O estudante deve compreender conceitos de qualidade e reconhecer que requisitos definem características de qualidade de um software e influenciam critérios para a validação destas características.
69	32	32	Modelos de referência em redes: camadas, protocolos e serviços. Camada de rede. Camada de transporte. Camada de aplicação. Programação com sockets. Caracterização de sistemas distribuídos. Arquitetura de Aplicações distribuídas. Sistemas de objetos distribuídos. Serviços de nomes. Comunicação assíncrona. Arquiteturas orientadas a serviços.	REDES E SISTEMAS DISTRIBUIDOS	2	Kurose, James F. and Ross, Keith W., Computer Networking: A Top-Down Approach, 5th edition, Addison-Wesley, 2009; Coulouris, G. F. et al., Distributed Systems: Concepts and Design, 4th edition, Addison-Wesley, 2005; Tanenbaum, Andrew S., Computer Networks, 4th edition, Prentice-Hall, 2002. 	Stallings, William, Data and Computer Communications, 8th edition, Prentice-Hall, 2006; Tanenbaum, A. S. and M. van Steen, Distributed Systems: Principles and Paradigms, 2nd edition, Prentice-Hall, 2006; Dantas, Mário, Redes de Comunicação e Computadores: Abordagem Quantitati - va, Visual Books, 2009.	Ambientar o estudante com questões pertinentes ao de desenvolvimento de sistemas distribuídos e com a prática correspondente.
70	32	32	Definição de requisitos (produto, projeto, processo). Processo de requisitos. Níveis de requisitos (necessidades, objetivos, requisitos dos usuários, requisitos de sistema, requisitos de software. Características de requisitos (testáveis, verificáveis e outras). Princípios de modelagem como decomposição e abstração. Pré e pós condições. Invariantes. Visão geral de modelos matemáticos e linguagens formais de especificação. Interpretação de modelos (sintaxe e semântica). Modelagem de: informações; fluxo de dados; comportamento; estrutura (arquitetura); domínio; processos de negócios e funcional. Padrões de análise. Fundamentos (completitude, consistência, robustez, análise estática, simulação, verificação de modelos, segurança, safety, usabilidade, desempenho, análise de causa/efeito, priorização, análise de impacto e rastreabilidade). Gerência de requisitos. Interação entre requisitos e arquitetura. Fontes e técnicas - de elicitação. Documentação de requisitos (normas, tipos, audiência, estrutura, qualidade). Especificação de requisitos. Revisões e inspeções.	REQUISITO DE SOFTWARE	2	Software Requirements, Karl E. Wiegers, Microsoft Press, 2nd edition, 2003	More About Software Requirements: Thorny Issues and Practical Advice, Karl E. Wiegers, Microsoft Press, 2006. - Software Requirements Patterns, Stephen Withall, Microsoft Press, 2007. - Writing Effective Use Cases, Alistair Cockburn, Addison-Wesley, 2000. - User Stories Applied: For Agile Software Development, Mike Cohn, Addison-Wesley, 2004	Habilitar o estudante a elaborar e manter especificações de requisitos de software em conformidade com necessidades de diferentes tipos de projetos e restrições.
71	32	32	Ameaças. Segurança como atributo qualitativo de projeto de software. Autenticação. Autorização. Integridade. Confidencialidade. Criptografia (chaves simétricas e assimétricas). Infraestrutura de chaves públicas brasileiras (ICP-Brasil). Certificados digitais. Assinaturas digitais. Fraquezas decorrentes de problemas na implementação e/ou arquitetura de um software. Desenvolvimento de software seguro. Noções de auditoria de sistemas. Norma NBR 27002.	SEGURANÇA	2	Foundations of Security: What Every Programmer Needs to Know, Neil Daswani et al., Apress, 2007	Software Security: Building Security In, Gary McGraw, Addison-Wesley, 2006 - 19 Deadly Sins of Software Security, Michael Howard et al., McGraw-Hill, 2005 - Beginning Cryptography with Java, David Hook, Wrox, 2005	Desenvolver percepção clara de política de segurança e de problemas de projeto e implementação pertinentes a software seguro, além de estratégias para evitá-los, suficiente para o desenvolvimento de software no qual se pode confiar.
72	32	32	Conceitos de Hardware e Software. Tipos de sistemas operacionais. Sistemas multiprogramáveis. Estrutura/organização de sistemas operacionais. Processo. Comunicação entre processos. Gerência de processos. Gerência de memória. Gerência de dispositivos. Sistemas de arquivos. Segurança. Estudos de casos de sistemas operacionais atuais.	SISTEMA OPERACIONAL	2	anembaum, Andrew S., Sistemas Operacionais Modernos, Prentice-Hall Brasil, 3a. Edição, 2010; Silberschatz, A. et al., Operating Systems Concepts with Java, 8th edition, Wiley, 2009; Deitel, H. M. e Choffnes, Sistemas Operacionais, Prentice-Hall, 2005.	rissimi, Alexandre, Toscani, Simão e Oliveira, Romulo, S., Sistemas Operacionais, Ed. Bookman, 2010; 	Oferecer sólida noção de funções, serviços e compromissos de um sistema operacional, bem como familiaridade com opções adotadas por sistemas operacionais mais comuns.
73	32	32	Métodos de programação avançados para programação em dispositivos móveis: otimização de código, comunicação de redes com economia de dados e de tempo. Integração com sistemas back-end: criação de APIs, consumo de dados de redes sociais, integração com sistemas REST. Automação com dispositivos móveis: entrada e saída de dados, leitura de pacotes de redes sem-fio, open-hardware	TÓPICOS DE ENGENHARIA DE SOFTWARE	2	--	--	Manter o estudante ciente de assuntos relevantes em Engenharia de Software não cobertos no curso ou fortalecer a formação do perfil do egresso em assunto de uma ou mais disciplinas. Por exemplo, sistemas críticos, tolerância a falhas, especificação formal, sistemas de tempo real e programação funcional, dentre outros, são assuntos candidatos (não cobertos por disciplinas). Adicionalmente, pode-se trabalhar conteúdo coberto por uma ou mais disciplinas. A decisão cabe à coordenação do curso, assistida - tanto pelos estudantes quanto professores.
74	32	32	Objetivos e restrições de V&V (Verificação e Validação). Planejamento de V&V. Documentação de estratégias de V&V, testes e outros artefatos. Medidas e Métricas. Análise estática de código. Atividades de V&V ao longo do ciclo de vida de um produto. Revisão de software. Testes de unidade. Análise de cobertura. Técnicas de teste funcional (caixa preta). Testes de integração. Desenvolvimento de casos de teste baseados em casos de uso e estórias de usuários. Testes de sistema. Testes de aceitação. Testes de atributos de qualidade. Testes de regressão. Ferramentas de teste (combinação com ferramentas de integração contínua). Análise de relatórios de falha. Técnicas para isolamento e falhas (depuração). Análise de defeitos. Acompanhamento de problemas (tracking). IEEE Std 1012-2004.	VERIFICAÇÃO E VALIDAÇÃO DE SOFTWARE	2	nit Test Patterns: Refactoring Test Code, Gerard Meszaros, Addison-Wesley, 2007 ().  - Software Verification and Validation for Practitioners and Managers, Steven R. Rakitin, Artech House, 2nd edition, 2001 (). Tes; lise de Software: Processos, princípios e técnicas, Mauro Pezzè e Michal Young, Bookman, 2008 (). - JUnit R; Pctical Methods for Programmer Testing, J. B. Rainsberger, Manning, 2004	Software Verification and Validation, Marcus F. Fisher, Ed. Springer Verlay NY, 2006; Software Verification and Analysis, Willian Stanley, Ed. Springer Verlay NY, 2009	Oferecer experiências sólidas em Validação e Verificação de Software. Técnicas de Teste de Software, bem como preparar e planejar projetos de testes e validação de software e revisão de software.
75	32	32	Escopo da Engenharia Econômica. Fornecimento, demanda e produção. Lucro produzido por capital (interest). Análise custo-benefício. Análise breakeven. Retorno de investimento. Avaliação de alternativas. Economia aplicada ao desenvolvimento de software.	ENGENHARIA ECONÔMICA PRA SOFTWARE	2	Engineering Economy, Willian G. Sullivan et al., 14th edition, Prentice-Hall, 2008	Não existe sugestão realizada no PPC	Fornecer noções de engenharia econômica e outras questões econômicas aplicadas a software.
76	32	32	Modelos de negócio para software (aluguel, serviço, open source). Leis, normas, impostos e legislação brasileira para o mercado local e para a exportação de software. Programas de incentivo à exportação de software. Fontes de recursos nacionais e internacionais para a produção de software. Características e exigências do mercado interno e externo. Identiﬁcação de oportunidades de inovação em software. Planos de negócio de software para o mercado nacional e global.	MERCADO DE SOFTWARE	2	NSA	NSA	Capacitar o estudante a “ler” o contexto corrente de software do mercado interno e global, suas tendências, características, exigências e noção do esforço necessário para satisfazê-lo.
77	32	32	Rever, exempliﬁcar o emprego da Engenharia de Software em abrangência e profundidade. Integrar todo o conhecimento das disciplinas do curso de tal forma a permitir a compreensão, a relação entre elas, a importância, os produtos e atividades pertinentes a cada uma delas.	INTEGRAÇÃO II	2	NSA	NSA	Fornecer e elucidar uma visão coesa e integrada da Engenharia de Software de tal forma que o estudante desenvolva uma sólida percepção de como fazer uso do conhecimento desta área em toda a sua extensão.
78	32	32	Não atribuida	PRÁTICA EM ENGENHARIA DE SOFTWARE	2	nao foi atribuida no PPC	nao foi atribuida no PPC	Desenvolver habilidades do estudante em desenvolvimento de software em ambiente tão próximo do real quanto possível, no contexto de uma Fábrica de Software.
79	32	32	Observação, análise, investigação e prática de técnicas e soluções avançadas de desenvolvimento de software.	TÉCNICAS AVANÇADAS EM CONSTRUÇÃO DE SOFTWARE	2	1 . Beautiful Code: Leading Programmers Explain How They Think, Andy Oram e Greg Wilson, O’Reilly Media, 2007.	1 . Why Programs Fail: A Guide to Systematic Debugging, Andreas Zeller, Morgan Kauffman, 2005  - 2 . • Programming Challenges, Steve S. Skiena e Miguel Revilla, Springer, 2003	Solidificar a habilidade de programação do estudante por meio de técnicas avançadas de programação. 
91	16	48	Introduzir os conceitos fundamentais de sistemas distribuídos, a caracterização de sistemas de computação distribuída, aplicações distribuídas (características e aspectos de projeto), objetivos básicos de sistemas distribuídos (transparência, abertura, escalabilidade etc). Estudar e dominar os princípios e aplicações dos principais modelos de sistemas distribuídos: sistemas cliente/servidor e sistemas multi-camadas; sistemas peer-to-peer. Compreender a teoria e prática de objetos distribuídos: interface x implementação; objetos remotos; chamadas de métodos remotos (RMI). Estudar os princípios e uso dos principais serviços de sistemas distribuídos: serviços de nomes; compartilhamento de documentos / recursos distribuídos (ex.: WWW e sistemas de trabalho cooperativo). Princípio e implementação de SOA – Arquiteturas Orientadas a Serviço; Utilização de web services.	APLICAÇÕES DISTRIBUÍDAS	4	COULOURIS, G.F., J. Dollimore and T. Kindberg. Distributed Systems: Concepts and Design. 4th edition. Addison Wesley, 2005. - KUROSE, J.F. & ROSS, K.W., Redes de Computadores e a Internet: Uma abordagem top-down, 3a. Edição, Addison Wesley/Pearson, 2006. - TANENBAUM, A.S. and STEEN, M. van . Distributed Systems: Principles and Paradigms. Prentice Hall, 2ª Edição, 2006.	BURKE, Bill and RUBINGER,Andrew Lee. Enterprise Java Beans 3.1, September, 2010.	A DEFINIR
92	16	48	Visão geral dos computadores modernos. Evolução da arquitetura dos computadores. Sistemas de numeração e aritmética binária. Memória e representação da dados e instruções. Processador, ciclo de instrução, formatos, endereçamento, e programação em linguagem de montagem. Dispositivos de entrada e saída. Sistemas de interconexão (barramentos). Interfaceamento e técnicas de entrada e saída. Hierarquia de memória. Paralelismo ao nível de instrução. Arquiteturas paralelas.	ARQUITETURA DE COMPUTADORES	4	TA N E N B A U M , A n d r e w, Organização Estruturada de Computadores, Editora LTC, 2006. - STALLINGS, W. Arquitetura e Organização de Computadores, Tradução da 5a Edição, Prentice-Hall, 2002. - PATTERSON, D.A.; HENNESSY, J.L. Projeto e Organização de Computadores:A Interface Hardware / Software, Tradução da 3a Edição, Campus, 2005.	HENNESSY, J.L. and PATTERSON, D.A. Arquitetura de Computadores: Uma Abordagem Quantitativa, Tradução da 3a. Edição, 1996, Morgan Kaufmann.  - WEBER, R.F., Fundamentos de Arquiteturas de Computadores, 2a Edição, Editora Sagra-Luzzatto, 2001.	A DEFINIR
93	0	64	Auditoria de sistemas: conceituação, planejamento, controle interno, ponto de controle, produtos gerados, função do auditor e técnicas de auditoria de sistemas. Gerência de projetos: conceituação de projeto, modelo pmi, gerência da qualidade, proposta, ciclo de vida, estrutura organizacional, atuação do gerente de projeto, gerência de escopo, tempo e custo, ferramentas de gerencia de projeto e estimativas.	AUDITORIA DE SISTEMAS	4	GIL, Antônio de Loureiro. Auditoria de Computadores, Ed. Atlas - CARUSO & STEFFEN. Segurança em Informática e de Informações, Ed. Senac - DUNCAN, William R. – A Guide to the Project Management Body of Knowledge, PMI-Project Mamagement Institute.	DIAS, Cláudia. Segurança e Auditoria da Tecnologia da Informação, Ed Axcel Books  - FONTES, Joaquim Rubens – Manual de Auditoria de Sistemas, Ed. Ciência Moderna - BERNSTEIN, Terry & colaboradores. Segurança na Internet, Ed. Campus - VARGAS, Ricardo Viana – Gerenciamento de Projetos com o MS-Project, Ed. Best Seller - M. da S., Portilho, C. - Projetando com Qualidade a Tecnologia em Sistemas de Informação. Rio de Janeiro. LTC, 1995. - BIO, Sérgio Rodrigues. – Sistemas de Informação: um enfoque gerencial. São Paulo. Ed. Atlas, 1996. - CAUTELA, Alciney Lourenço; POLLONI, Enrico Giulio Franco. - Sistemas de Informação. Prado, Darci – Pert/Cpm – Série Gerência de Projetos, 2a edição, Ed. DG. - Manual de Auditoria do FED-Federal Reserve (Banco Central Americano) - Manual de Auditoria de Sistemas do TCU-Tribunal de Contas da União  - Manual de Auditoria do Estado do Rio de Janeiro	A DEFINIR
94	32	32	Conceitos de arquitetura de Software, estilo, estrutura, requisitos, análise de arquitetura. Projeto Arquitetural, Avaliação Arquitetura. Modelo de arquitetura em camadas – MVC (model – Viewcontroller), MDA (model drive architecture). Ferramentas.	ARQUITETURA DE SOFTWARE	4	FOWLER, Martin. Patterns of Enterprise Application Architecture, Addison-Wesley, 2002 - BASS, Len et al. Software Architecture in Practice, Addison-Wesley, 2003		A DEFINIR
95	32	32	Sistemas de bancos de dados. Projeto de banco de dados. Modelo entidade-relacionamento. Modelo relacional. Álgebra relacional. Normalização. SQL.	BANCO DE DADOS I	4	• BASS, Len et al. Software Architecture in Practice, Addison-Wesley, 2003	K O RT H , H e n r y F. , S I L B E R S C H AT Z , A ; A b r a h a m ; - SUDARSHAN,S. Sistema de Banco de Dados; Editora Campus, 5a Edição, 2006. - DATE, C.J. Banco de Dados: Tópicos Avançados. Rio de Janeiro: editora Campus, 1988. - ELMASRI, R.; Navathe, S., Fundamentals of Database Systems. Addison-Wesley, 1994. - MACHADO, F.N.R.; Abreu, M. Projeto de Banco de Dados: uma Visão Prática. São Paulo: editora Érica, 1995. - SETZER, V.W. Projeto Lógico e Projeto Físico de Bancos de Dados. Belo Horizonte: V Escola de Computação, 1986.	A DEFINIR
96	16	48	Programação de Banco de Dados. Funções, gatilhos e procedimentos armazenados. Organização de Dados e Estruturas de Armazenamento. Transações. Controle de concorrência. Recuperação após falhas. Segurança.	BANCO DE DADOS II	4	ELMASRI, R. E., NAVATHE, S. B., Sistemas de Banco de Dados, Addison Wesley, 4a edição, 2005. - K O RT H , H e n r y F. , S I L B E R S C H AT Z , A ; A b r a h a m ; - SUDARSHAN,S. Sistema de Banco de Dados; Editora Campus, 5a Edição, 2006. - DATE, C.J. Banco de Dados: Tópicos Avançados. Rio de Janeiro: editora Campus, 1988.	MACHADO, F.N.R.; Abreu, M. Projeto de Banco de Dados: uma Visão Prática. São Paulo: editora Érica, 1995.	A DEFINIR
97	0	64	A comunicação nas organizações suas funções e fases; o volume de riqueza da informação nas organizações; as redes e os canais de comunicação nas organizações; comunicação empresarial e o processo de gestão; comunicações internas nas organizações em uma nova abordagem: endomarketing; comunicação e liderança; comunicação interpessoal nas organizações: conhecimento, habilidade e atitude; comunicação verbal e não-verbal; barreiras da comunicação.	COMUNICAÇÃO EMPRESARIAL	4	BAHIA, Juarez. Introdução à comunicação empresarial. Rio de Janeiro: Murad, 1995. - BUENO, Wilson da Costa. Comunicação Empresarial: teoria e pesquisa. São Paulo, Editora Manole, 2003. - TORQUATO, Francisco Gaudêncio. Comunicação empresarial, comunicação institucional: conceitos, estratégias, sistemas, estruturas, planejamento e técnicas. São Paulo, Summus, 1986.	BORDENAVE, Juan E. Diaz. O que é Comunicação. 27.ed. São Paulo:Brasiliense, 2002. - BRUM, Analisa. Respirando Endomarketing. Porto Alegre: L&PM, 2003. - CAHEN, Roger. Tudo que seus não lhe contaram sobre comunicação empresarial. São Paulo: Best Seller, 1990. - CARNEGIE, Dale. Como falar em público e influenciar pessoas no mundo dos negócios. Rio de Janeiro: Record, 1994. - CESCA, Cleuza G. Gimenes. Comunicação dirigida escrita na empresa. São Paulo: Summus,1995. - CORRADO, Frank M. A força da comunicação. São Paulo, Makron Books, 1994. - CURVELLO, João J. A. Comunicação Interna e Cultura Organizacional. São Paulo:Scortecci, 2002. - GOLD, Miriam. Redação empresarial: escrevendo com sucesso na era da globalização. São Paulo : Makron Books, 1999. - KUNSCH, Margarida Maria Krohling. Planejamento de Relações Públicas na comunicação integrada. São Paulo: Summus, 2003. - NASSAR, Paulo & GOMES, Nelson. A comunicação da pequena empresa. São Paulo: Globo,1997. - PIMENTA, Maria Alzira. Comunicação Empresarial. 3. ed. Campinas: Alínea, 2002. - POLITO, Reinaldo. Como falar corretamente sem inibições. 97. ed. São Paulo: Saraiva, 2001. - VIANA, Francisco. Comunicação empresarial de A a Z: temas úteis para o cotidiano e o planejamento estratégico. São Paulo: Editora CLA, 2004.	A DEFINIR
98	64	0	Definição de construção de software. Pré-requisitos para a construção. Boas práticas para definição dos requisitos. Arquitetura de software e seus componentes. Escolha da linguagem de programação. Convenções de programação. Principais práticas de construção de software. Projeto de software (conceitos, práticas, níveis e abordagens comuns). Formas de acoplamento. Classes e pacotes. Rotinas (métodos). Projeto de software em nível de rotina. Motivos para se criar uma rotina. Bons nomes para uma rotina. Tamanho adequado de uma rotina. Programação defensiva. Problemas gerais no uso de variáveis. Nomes adequados para variáveis. Tipos de dados fundamentais. Estruturas. Ponteiros e referências. Dados globais. Organizando código linear. Sentenças de decisão. Sentenças de iteração. Pesquisas em tabelas. Expressões lógicas. Blocos. Instruções nulas e aninhamentos profundos. Estruturas de controle e complexidade. Qualidade de software. - Construção colaborativa. Testes de desenvolvedor. Depuração. Refatoração. Estratégias e técnicas de otimização de código. Relação entre tamanho do código e construção. Gerenciando a construção. Integração. Ferramentas de programação. Leiaute e estilo.	CONSTRUÇÃO DE SOFTWARE	4	McCONNELL, Steve. Code Complete: A Practical Handbook of Software Construction, Microsoft Press, 2nd Edition, 2004. - BEZERRA, E. Princípios de Análise e Projeto de Sistemas com UML. 2a ed., Elsevier, 2007. - DAN Pilone and Russ Miles, Head First Software Development, O’Reilly, 2008.	Code Complete: Um guia prático para a construção de software, Steve McConnell, Microsoft Press, 2nd Edition, 2004. - GAMA, E.; HELM. R.; JOHNSON, R.; VLISSIDES, J. Padrões de Projeto: soluções reutilizáveis de software orientado a objetos. 2a ed., Bookman, 2000. - GOODRICH, M.; TAMASSIA, R. Estruturas de Dados e Algoritmos em Java. 4a ed., Bookman, 2007.	A DEFINIR
99	32	32	O perfil do empreendedor. Estudo de mecanismos e procedimentos para lançamento de uma empresa no mercado. Inovação tecnológica na geração de novos produtos e negócios. Sistemas de Gerenciamento, técnicas de negociação e legislação específica. Marketing e competitividade. Sistema de Produção. Sistema de Recursos Humanos. Constituição, tributação e legalização de empresa. Avaliação de desempenho empresarial. Análise de Casos. Elaboração de plano de negócios.	EMPREENDEDORISMO	4	FARAH, Osvaldo; CAVALCANTI, Marly e MARCONDES, Luciana. Empreendedorismo Estratégico – Criação e Gestão de Pequenas Empresas. Editora Thomson Learning (Pioneira) ISBN-10: 8522106088, 2008. - SALIM, César; HOCHMAN, Nelson; RAMAL, Andrea, e RAMAL, Silvina.Construindo Planos de Negócios. Editora Campus, 2ª. Edição, 2003. - DORNELAS, José Carlos. Empreendorismo: transformando idéias em negócios. 2 ed. Rio de Janeiro: Campus, 2005.	BUKOWITZ, Wendi; WILLIAMS, Ruth L. Manual de gestão do conhecimento. Porto Alegre: Bookman Companhia, 2002. - STAL, Eva; SBRAGIA, Roberto; CAMPANARIO, Milton de A.; ANDREASSI, Tales. Inovação. São Paulo: Clio, 2006.	A DEFINIR
100	0	64	Introdução ao Ciclo de Vida do Sistema de Software e ao Processo de Desenvolvimento de Software - Fase Requisitos; Conceitos sobre Requisitos; Requisitos de Sistema e Requisitos de Software (Funcionais e Não-Funcionais); Técnicas de - Levantamento de Requisitos (Joint Application Development); Gerência de Requisitos; CASE para Requisitos; Documentação da Visão.	ENGENHARIA DE REQUISITOS	4	KOTONYA, Gerald e SOMMERVILLE Ian, Requirements Engineering: Process and Techniques 2 ed. John Wiley & Sons 1998. - IEEE STD 830-1998 – Recommended Practice for Software Requirements Specifications. 2a. ed. Springer Verlag NY, 2004. - SILVER, D.; WOOD, J.Joint Application Development 2 ed. John Wiley Professional, 1995. ISBN 0471042994.	HULL, Elizabeth, JACKSON, Ken and DICK, Jeremy. Requirements Engineering. 2a. ed. Springer Verlag NY, 2004.	A DEFINIR
101	0	64	Caracterização de software enquanto produto e processo. Gerência de projetos de software: planejamento; métricas; análise e gerência de riscos e acompanhamento de projetos. Controle de qualidade de software. Gerência de configuração de software. Engenharia de sistemas. Análise e projeto de software. Ferramentas de apoio ao desenvolvimento de software. Noções de tópicos avançados em engenharia de software (métodos formais, reengenharia e outros). Técnicas e ferramentas CASE.	ENGENHARIA DE SOFTWARE	4	SOMMERVILLE, Ian. Engenharia de Software. Addison-Wesley, Oitava Edição, 2007. - PFLEEGER, Shari L. Software Engineering: Theory and Practice. Prentice-Hall, Terceira Edição, 2006. - PRESSMAN, Roger S..Engenharia de Software. McGraw-Hill, Sexta Edição, 2006.	Guide to the Software Engineering Body of Knowledge. Editado por IEEE Computer Society. Disponível em http://www.swebok.org/. Último acesso em 10/08/2008. - BRAUDE, Eric. Software Engineering – An Object-Oriented Perspective. John Wiley & Sons, 2001. - ABRAN, Alain and MOORE, James W. Software Engineering Body of Knowledge. Executive Editors: Editors: Pierre Bourque and Robert Dupuis. Chair: Leonard L. Tripp. IEEE Computer Society, 2005. - BROOKS JR, Frederick P. The Mythical Man-Month – Essays on Software Engineering. Addison-Wesley, 1995. - McCONNELL, Steve. Rapid Development - Taming Wild Software Schedules. Microsoft Press, 1996. - PETERS, James e PEDRYCZ, Witold. Engenharia de Software – Teoria e Prática. Editora Campus, 2001. - Advances in Software Engineering. Hakan Erdogmus e Oryl Tanir (Editores). Springer, 2002.	A DEFINIR
102	32	32	Estudo de estruturas de dados básicas, seus conceitos e operações. Estudo de Listas Lineares, compreensão de seu uso como Pilhas e Filas e de implementações usando vetores, listas lineares encadeadas, listas duplamente encadeadas, listas circulares e listas com descritores. Estudo dos conceitos de Árvores Binárias, dos algoritmos de caminhamentos e da sua aplicação como fila de prioridade. Estudo de Árvores de Pesquisa: árvores binárias balanceadas, árvore B. Estudo de Tabelas de Dispersão.	ESTRUTURAS DE DADOS	4	SZWARCFITER, Jayme. MARNENZON, Lilian. Estruturas de Dados e Seus Algoritmos. LTC, 1994. - ZIVIANI, Nivio. Projeto de Algoritmos com implementações em Java e C++. Thompson, 2006. - PREISS, Bruno R. Estruturas de Dados e Algoritmos – Padrões de Projetos Orientados a Objetos com Java. Campus, 2000.	DROZDEK, Adam. Estrutura de Dados e Algoritmos em C++. Thompson, 2002. - CELES, Waldemar; CERQUEIRA, Renato; RANGEL, José Lucas. Introdução a Estruturas de Dados com Técnicas de Programação em C. Campus, 2004 - FEOFILOFF, Paulo. Algoritmos em Linguagem C. Campus, 2008.	A DEFINIR
